Particle Type,Pressure (mbar),f1 Peak Frequency (Hz),f2 Peak Frequency (Hz),f3 Peak Frequency (Hz),f1 Radius (m),f2 Radius (m),f3 Radius (m),f1 Mass (kg),f2 Mass (kg),f3 Mass (kg),f1 Damping,f2 Damping,f3 Damping,f1 A Parameter,f2 A Parameter,f3 A Parameter,f1 Conversion Factor (V m^-1),f2 Conversion Factor (V m^-1),f3 Conversion Factor (V m^-1),f1 Signal,f2 Signal,f3 Signal,Noise Floor,f1 Signal-to-noise Value,f2 Signal-to-noise Value,f3 Signal-to-noise Value
25T 1000uM Final ZnCl2 SiNP,3.52,132659.0,211962.0,240139.0,3.5200000000000004e-08,6.99e-08,5.93e-08,3.2799999999999996e-19,2.57e-18,1.5700000000000001e-18,15100.0,7610.0,8970.0,219000000.0,7990000000.0,2260000000.0,760.0,18100.0,6900.0,2.1709208e-12,8.1050874e-11,9.183087e-12,2.3343008e-13,9.30009,347.21692,39.339775
25T 1000uM Final ZnCl2 SiNP,3.59,135510.0,213198.0,240496.0,1.39e-07,1.53e-07,1.0099999999999999e-07,2.0299999999999998e-17,2.7100000000000002e-17,7.8e-18,3900.0,3540.0,5370.0,430000000.0,6070000000.0,953999999.9999999,16400.0,75000.0,12900.0,3.6993266e-11,2.3689878e-10,2.0433212e-11,2.1973448e-13,168.3544,1078.1138,92.99047
25T 1000uM Final ZnCl2 SiNP,3.53,134475.0,212213.0,239616.0,1.1699999999999999e-07,1.34e-07,1.02e-07,1.2000000000000001e-17,1.8300000000000003e-17,8.1e-18,4570.0,3970.0,5210.0,354000000.0,5850000000.0,1002000000.0,10600.0,57000.0,13700.000000000002,1.8941997e-11,2.4702201e-10,1.5135894e-11,2.2584613e-13,83.871254,1093.7625,67.018616
25T 1000uM Final ZnCl2 SiNP,3.51,132625.0,214507.0,244144.0,3.27e-08,1.03e-07,8.58e-08,2.64e-19,8.300000000000002e-18,4.8e-18,16200.000000000002,5140.0,6180.0,82000000.0,2770000000.0,1123000000.0,400.0,23200.0,10200.0,1.2257717e-12,7.3281846e-11,2.3618087e-11,2.343787e-13,5.2298765,312.66428,100.76891
SiNP,3.52,137965.0,215462.0,242176.0,1.26e-07,1.34e-07,1.1e-07,1.5e-17,1.81e-17,9.900000000000001e-18,4220.0,3970.0,4860.0,1010000000.0,9610000000.0,700000000.0,20800.0,73000.0,13100.0,7.597335e-11,3.3615985e-10,9.510375e-12,2.3153422e-13,328.13013,1451.8798,41.075462
SiNP,3.58,134462.0,211894.0,240096.0,6.73e-08,7.88e-08,6.86e-08,2.29e-18,3.6800000000000004e-18,2.44e-18,8039.999999999999,6870.0,7880.0,719000000.0,14140000000.0,2300000000.0,5000.0,30299.999999999996,9300.0,1.1954929e-11,2.2465636e-10,1.5649081e-11,2.1597218e-13,55.354023,1040.2097,72.45878
SiNP,3.5,133185.0,198698.0,218990.0,1.85e-07,1.84e-07,1.1799999999999998e-07,4.7000000000000006e-17,4.7000000000000006e-17,1.2500000000000001e-17,2860.0,2870.0,4460.0,12060000000.0,19810000000.0,1116000000.0,155000.0,199000.0,19400.0,1.3681188e-09,1.5096466e-09,5.7346277e-11,2.519366e-13,5430.409,5992.169,227.62186
SiNP,3.57,136531.0,206085.0,228080.00000000003,1.73e-07,1.7e-07,3.38e-08,3.9e-17,3.7000000000000003e-17,2.9e-19,3110.0,3170.0,15900.0,7050000000.0,15780000000.0,1010000000.0,104000.0,149000.0,1490.0,1.1965863e-09,1.2685062e-09,3.5665314e-12,2.0974485e-13,5704.9614,6047.854,17.004143
SiNP,3.54,128793.0,198878.0,218830.0,8.51e-08,8.16e-08,3.38e-08,4.6e-18,4.1e-18,2.9e-19,6280.0,6560.0,15800.0,2840000000.0,25600000000.0,1360000000.0,15900.0,44000.0,1740.0,1.9859103e-10,3.8194262e-10,5.000506e-12,2.3189244e-13,856.3929,1647.068,21.563904
SiNP,3.53,126657.0,195028.0,214401.0,9.19e-08,9.61e-08,4.6200000000000003e-08,5.8e-18,6.7000000000000006e-18,7.4e-19,5800.0,5550.0,11500.0,2690000000.0,27700000000.0,1232000000.0,18100.0,63000.0,3100.0,1.1249394e-10,5.684117e-10,5.7241555e-12,2.5206454e-13,446.29022,2255.0244,22.709087
SiNP,3.56,133318.0,213709.0,242675.0,5.5599999999999995e-08,1.11e-07,8.91e-08,1.29e-18,1.03e-17,5.3e-18,9670.0,4840.0,6030.0,107900000.0,3860000000.0,1174000000.0,1320.0,31500.0,11200.000000000002,3.9785666e-12,6.748473e-11,1.6690324e-11,2.1631559e-13,18.392418,311.9735,77.15729
SiNP,3.51,138753.0,227199.99999999997,263832.0,9.35e-08,9.1e-08,1.1200000000000001e-07,6.200000000000001e-18,5.7000000000000005e-18,1.0700000000000002e-17,5670.0,5830.0,4720.0,423000000.00000006,7800000000.0,3060000000.0,7400.0,30000.0,29000.0,1.2092356e-11,9.218749e-11,5.878123e-11,2.1851744e-13,55.338173,421.877,269.00018
SiNP,3.53,137668.0,169132.0,208363.0,1.62e-07,3.42e-08,1.73e-07,3.2e-17,3.01e-19,3.9e-17,3290.0,15600.0,3080.0,7800000000.0,851000000.0,17510000000.0,96000.0,1410.0,164000.0,8.823204e-10,3.3823283e-12,1.7745706e-09,2.513496e-13,3510.3315,13.456669,7060.169
SiNP,3.59,136231.0,211203.0,237322.0,1.59e-07,1.5e-07,8.400000000000001e-08,3e-17,2.52e-17,4.500000000000001e-18,3420.0,3630.0,6450.0,1464000000.0,10020000000.0,833000000.0,39000.0,92000.0,8400.0,2.0645244e-10,3.8148906e-10,1.628892e-11,2.300635e-13,897.3715,1658.1903,70.80184
SiNP,3.5,136227.0,203959.0,225110.0,1.9499999999999999e-07,2.0499999999999997e-07,7.5e-08,5.6e-17,6.500000000000001e-17,3.2000000000000003e-18,2710.0,2580.0,7070.0,10550000000.0,21200000000.0,1274000000.0,163000.0,254999.99999999997,8300.0,2.822391e-09,1.8438538e-09,3.1057816e-11,2.6083546e-13,10820.58,7069.031,119.070526
SiNP,3.54,137100.0,207255.0,274120.0,1.8e-07,1.82e-07,1.04e-08,4.4000000000000006e-17,4.5000000000000004e-17,8.5e-21,2970.0,2940.0,51500.0,7180000000.0,19620000000.0,3860000000.0,112999.99999999999,191000.0,280.0,7.795227e-10,1.48545e-09,9.716299e-13,2.5027766e-13,3114.6316,5935.208,3.8822079
SiNP,3.55,136504.0,216377.0,244721.0,1.08e-07,1.26e-07,1e-07,9.400000000000001e-18,1.51e-17,7.5e-18,4980.0,4250.0,5370.0,283000000.0,5920000000.0,1300000000.0,8000.0,50000.0,14800.0,1.2026654e-11,2.2354658e-10,2.1030797e-11,2.185673e-13,55.02495,1022.7815,96.22115
SiNP,3.51,137218.0,207813.0,276350.0,1.56e-07,1.48e-07,6.3e-08,2.86e-17,2.4300000000000005e-17,1.9e-18,3400.0,3590.0,8400.0,7830000000.0,21630000000.0,163000000.0,89000.0,133000.0,2100.0,7.988592e-10,6.6051925e-10,3.9305202e-13,2.679525e-13,2981.3464,2465.061,1.4668721
SiNP,3.55,134830.0,200092.0,220494.0,1.73e-07,1.73e-07,1.19e-07,3.9e-17,3.9e-17,1.2800000000000001e-17,3110.0,3090.0,4500.0,17080000000.0,26700000000.0,1720000000.0,160000.0,202000.0,24300.0,1.9661923e-09,1.608875e-09,7.857728e-11,2.5899912e-13,7591.502,6211.8936,303.38818
SiNP,3.58,134405.0,197954.0,217647.0,1.6599999999999998e-07,1.59e-07,1.08e-07,3.5e-17,3e-17,9.5e-18,3260.0,3410.0,5000.0,27300000000.0,36900000000.0,2930000000.0,187000.0,198000.0,26000.0,2.5934352e-09,1.4319057e-09,1.2013918e-10,2.5839555e-13,10036.6875,5541.5264,464.9429
SiNP,3.53,137018.0,210836.0,236308.0,1.4099999999999998e-07,1.4199999999999997e-07,6.370000000000001e-08,2.09e-17,2.17e-17,1.95e-18,3790.0,3750.0,8370.0,2750000000.0,13770000000.0,880000000.0000001,43000.0,98000.0,5000.0,4.764307e-10,5.112098e-10,9.8497165e-12,2.3267526e-13,2047.6206,2197.0957,42.332462
SiNP,3.5,135135.0,200499.0,220638.0,1.9199999999999997e-07,1.6699999999999997e-07,9.6e-08,5.3000000000000005e-17,3.5e-17,6.7000000000000006e-18,2750.0,3160.0,5500.0,16100000000.000002,28200000000.0,1900000000.0,194000.0,195000.0,16700.0,4.811301e-09,1.5777548e-09,3.1554964e-11,2.5027856e-13,19223.785,6303.995,126.07938
SiNP,3.53,137620.0,210279.0,234649.99999999997,1.38e-07,1.54e-07,3.86e-08,1.99e-17,2.73e-17,4.2999999999999997e-19,3860.0,3470.0,13799.999999999998,4230000000.0000005,15910000000.0,831000000.0,51000.0,123000.0,1780.0,1.4896652e-10,5.164946e-10,5.637159e-12,2.403045e-13,619.90735,2149.334,23.4584
SiNP,3.51,134076.0,211311.0,238325.0,6.7e-08,6.719999999999999e-08,5.76e-08,2.2700000000000002e-18,2.29e-18,1.44e-18,7910.0,7890.0,9200.0,455999999.99999994,14330000000.0,2690000000.0,4000.0,22400.000000000004,7100.0,9.9748595e-12,2.432127e-10,1.2566083e-11,2.1885689e-13,45.577087,1111.2865,57.416893
SiNP,3.56,134372.0,208704.0,232852.0,7.35e-08,8.07e-08,5.9000000000000006e-08,3.0000000000000002e-18,4e-18,1.5500000000000002e-18,7310.0,6660.0,9120.0,2140000000.0000002,25099999999.999996,1870000000.0,10300.0,43000.0,6200.0,4.1421727e-11,4.0599313e-10,1.204389e-11,2.311431e-13,179.20383,1756.458,52.105774
SiNP,3.51,136522.0,202212.0,222525.0,1.8999999999999998e-07,1.87e-07,1.36e-07,5.2000000000000007e-17,5.0000000000000005e-17,1.9e-17,2790.0,2830.0,3900.0,17900000000.0,28100000000.0,1670000000.0,200000.0,244000.0,31000.0,3.409357e-09,2.3386515e-09,4.27505e-11,2.683988e-13,12702.579,8713.346,159.27977
SiNP,3.52,137861.0,206743.0,228830.0,1.76e-07,1.81e-07,5.7699999999999994e-08,4.1e-17,4.5000000000000004e-17,1.45e-18,3030.0,2930.0,9200.0,10460000000.0,22320000000.000004,643000000.0,130000.0,202999.99999999997,3500.0,1.4456955e-09,1.457678e-09,1.1917001e-11,2.5677247e-13,5630.259,5676.925,46.410744
SiNP,3.5,139916.0,215328.0,246620.0,1.24e-07,1.37e-07,1.04e-07,1.44e-17,1.93e-17,8.500000000000001e-18,4260.0,3860.0,5080.0,3130000000.0,10910000000.0,2660000000.0,36000.0,81000.0,23200.0,2.7823352e-10,6.064869e-10,8.1733884e-11,2.3828888e-13,1167.6311,2545.175,343.00336
SiNP,3.56,134874.0,213249.0,240599.0,5.6e-08,6.05e-08,5.2900000000000004e-08,1.3300000000000002e-18,1.67e-18,1.1200000000000002e-18,9600.0,8890.0,10169.999999999998,401999999.99999994,14630000000.0,3000000000.0,2590.0,18200.0,6300.0,9.337364e-12,1.0302019e-10,2.1748813e-11,2.1787029e-13,42.857445,472.851,99.82459
SiNP,3.52,138235.0,216526.0,244428.0,1.09e-07,1.2199999999999998e-07,9.1e-08,9.800000000000002e-18,1.3700000000000003e-17,5.7000000000000005e-18,4870.0,4360.0,5830.0,915000000.0,10250000000.0,1530000000.0,14900.0,62000.0,13500.0,4.6272153e-11,3.2034894e-10,1.690175e-11,2.3770935e-13,194.65854,1347.6498,71.10259
25T 100uM Final ZnCl2 SiNP,3.57,137027.0,219918.0,249113.0,4.64e-08,9.22e-08,7.79e-08,7.5e-19,5.900000000000001e-18,3.57e-18,11600.0,5850.0,6920.0,122100000.00000001,5190000000.0,1435000000.0,980.0000000000001,25099.999999999996,9500.0,1.9023884e-12,1.2285432e-10,1.36459195e-11,2.0710488e-13,9.185628,593.1986,65.88893
25T 100uM Final ZnCl2 SiNP,3.55,132249.0,196562.0,216526.0,1.7699999999999998e-07,1.79e-07,1.34e-07,4.2000000000000005e-17,4.3e-17,1.8000000000000003e-17,3030.0,3000.0,4010.0,13980000000.0,21120000000.0,1415000000.0,153000.0,192000.0,28000.0,1.7497206e-09,1.7393967e-09,4.2087236e-11,2.602239e-13,6723.9043,6684.2314,161.73471
25T 100uM Final ZnCl2 SiNP,3.54,134377.0,198129.0,217631.0,2.0199999999999998e-07,2.07e-07,1.2199999999999998e-07,6.200000000000001e-17,6.6e-17,1.3700000000000003e-17,2650.0,2590.0,4380.0,22170000000.0,28000000000.0,2870000000.0,250999.99999999997,290000.0,33000.0,6.4063195e-09,3.040491e-09,1.6919387e-10,2.7919992e-13,22945.277,10890.014,605.9954
25T 100uM Final ZnCl2 SiNP,3.58,136106.0,218912.0,249670.0,5.57e-08,1.1699999999999999e-07,9.51e-08,1.3000000000000002e-18,1.2200000000000001e-17,6.500000000000001e-18,9700.0,4610.0,5680.0,137000000.0,3790000000.0,1363000000.0,1490.0,35000.0,13700.000000000002,3.2562594e-12,1.1149501e-10,1.4168024e-11,2.1713221e-13,14.996667,513.489,65.25068
25T 100uM Final ZnCl2 SiNP,3.53,135201.0,206108.0,229769.99999999997,1.7699999999999998e-07,1.87e-07,3.07e-08,4.2000000000000005e-17,4.900000000000001e-17,2.17e-19,3020.0,2850.0,17400.0,3910000000.0,12549999999.999998,423000000.00000006,81000.0,162000.0,800.0,5.642939e-10,7.658827e-10,1.3617704e-12,2.2171844e-13,2545.0923,3454.3032,6.1418905
25T 100uM Final ZnCl2 SiNP,3.51,134355.0,199125.0,218956.0,2.06e-07,1.98e-07,1.4099999999999998e-07,6.6e-17,5.900000000000001e-17,2.11e-17,2570.0,2680.0,3760.0,15980000000.0,25000000000.0,1700000000.0,223000.0,256999.99999999997,34000.0,2.7945595e-09,2.495091e-09,4.7477633e-11,2.6133438e-13,10693.425,9547.504,181.67389
25T 100uM Final ZnCl2 SiNP,3.52,134552.0,199098.0,219210.0,2.18e-07,1.9199999999999997e-07,1.57e-07,7.8e-17,5.3000000000000005e-17,2.9e-17,2440.0,2770.0,3390.0,16920000000.0,25700000000.0,1840000000.0,260000.0,244000.0,44000.0,2.9584917e-09,3.1795606e-09,7.212954e-11,2.6717525e-13,11073.225,11900.655,269.9709
25T 100uM Final ZnCl2 SiNP,3.56,133184.0,208845.0,236594.0,7.019999999999999e-08,7.63e-08,6.320000000000001e-08,2.61e-18,3.3500000000000003e-18,1.9e-18,7660.0,7050.0,8510.0,493000000.0,12450000000.000002,2450000000.0,4500.0,26700.0,8100.0,1.3413861e-11,1.195602e-10,2.203016e-11,2.1237578e-13,63.160973,562.9653,103.73198
25T 100uM Final ZnCl2 SiNP,3.53,134680.0,205280.0,269150.0,1.1399999999999999e-07,1.0169999999999999e-07,2.28e-08,1.1100000000000001e-17,7.900000000000001e-18,8.999999999999999e-20,4690.0,5240.0,23300.0,13100000000.0,79300000000.0,1780000000.0,61000.0,120000.0,910.0,1.0379179e-09,2.1455144e-09,7.8088843e-13,2.2455827e-13,4622.0425,9554.377,3.4774423
25T 100uM Final ZnCl2 SiNP,3.54,133088.0,212221.0,240401.0,5.26e-08,7.03e-08,6.05e-08,1.1000000000000001e-18,2.6200000000000003e-18,1.67e-18,10160.0,7610.0,8840.0,195000000.0,8700000000.0,2300000000.0,1600.0,19000.0,7200.0,3.3274837e-12,1.4433978e-10,1.1639845e-11,2.1035658e-13,15.818301,686.1672,55.333878
25T 100uM Final ZnCl2 SiNP,3.52,134670.0,196416.0,217240.0,1.8e-07,1.9499999999999999e-07,5.1500000000000005e-08,4.4000000000000006e-17,5.6e-17,1.0300000000000001e-18,2950.0,2720.0,10300.0,32000000000.0,25500000000.0,1690000000.0,240000.0,252000.0,4500.0,4.4316817e-09,1.953641e-09,1.7745382e-11,2.9131428e-13,15212.717,6706.3003,60.914906
25T 100uM Final ZnCl2 SiNP,3.5,129759.0,199386.0,220481.0,9.28e-08,9.09e-08,4.61e-08,6.0000000000000004e-18,5.7000000000000005e-18,7.4e-19,5700.0,5810.0,11500.0,3630000000.0,29700000000.000004,1400000000.0,21500.0,59000.0,3300.0,9.6788605e-11,3.1693095e-10,9.861702e-12,2.5170033e-13,384.53906,1259.1599,39.18033
25T 100uM Final ZnCl2 SiNP,3.58,131521.0,202947.0,226619.0,8.619999999999999e-08,9.300000000000001e-08,6.06e-08,4.8e-18,6.1e-18,1.6800000000000001e-18,6270.0,5820.0,8920.0,2580000000.0,24000000000.0,2069999999.9999998,15500.0,55000.0,6900.0,4.968271e-11,5.3086957e-10,2.20511e-11,2.4241617e-13,204.948,2189.91,90.96382
25T 100uM Final ZnCl2 SiNP,3.59,133167.0,195197.0,213703.0,2.2599999999999996e-07,2.07e-07,1.68e-07,8.7e-17,6.7e-17,3.6000000000000006e-17,2400.0,2620.0,3230.0,23900000000.0,29100000000.0,2540000000.0,320000.0,300000.0,58000.0,7.739399e-09,4.878442e-09,1.991524e-10,2.796298e-13,27677.305,17446.072,712.2002
25T 100uM Final ZnCl2 SiNP,3.56,134257.0,216411.0,246942.0,5.86e-08,1.1299999999999998e-07,9.289999999999999e-08,1.5200000000000002e-18,1.0900000000000002e-17,6.0000000000000004e-18,9170.0,4760.0,5790.0,82100000.00000001,3160000000.0,1212000000.0,1280.0,29500.0,12400.0,2.6333245e-12,6.189171e-11,5.071333e-12,2.3048463e-13,11.425163,268.52856,22.002913
25T 100uM Final ZnCl2 SiNP,3.51,133364.0,211521.0,238733.0,6.26e-08,6.41e-08,6.480000000000001e-08,1.85e-18,1.9900000000000002e-18,2.05e-18,8470.0,8270.0,8180.0,338000000.0,12040000000.0,2360000000.0,2990.0,18700.0,8500.0,1.4480613e-11,3.6984558e-11,1.7871102e-11,2.1479929e-13,67.41462,172.18193,83.19907
25T 100uM Final ZnCl2 SiNP,3.53,135731.0,202260.0,223613.0,1.83e-07,1.73e-07,1.04e-07,4.7000000000000006e-17,3.9e-17,8.500000000000001e-18,2910.0,3090.0,5120.0,13700000000.000002,26500000000.0,852999999.9999999,163000.0,200000.0,13100.0,1.7449183e-09,9.086965e-10,3.2692796e-11,2.5852392e-13,6749.543,3514.9417,126.459465
25T 100uM Final ZnCl2 SiNP,3.5,132249.0,205965.0,230648.0,7.05e-08,8.01e-08,6.320000000000001e-08,2.65e-18,3.9e-18,1.9e-18,7490.0,6600.0,8370.0,1621000000.0,20560000000.0,1990000000.0,8300.0,38000.0,7400.0,4.3159545e-11,3.109826e-10,1.6881226e-11,2.2441063e-13,192.32397,1385.7748,75.22472
25T 100uM Final ZnCl2 SiNP,3.51,138621.0,216394.0,243867.0,1.28e-07,1.43e-07,9.8e-08,1.5800000000000002e-17,2.1900000000000002e-17,7.1e-18,4140.0,3710.0,5410.0,1063000000.0,9670000000.0,1209000000.0,22200.000000000004,83000.0,13899.999999999998,7.034023e-11,4.4669082e-10,3.062782e-11,2.2543232e-13,312.0237,1981.4854,135.8626
25T 100uM Final ZnCl2 SiNP,3.57,140964.0,213250.0,244157.0,1.38e-07,1.78e-07,1.1e-07,1.97e-17,4.3e-17,1e-17,3920.0,3020.0,4910.0,4230000000.0000005,12340000000.0,1848000000.0,51000.0,145000.0,21300.0,3.184827e-10,4.6407284e-10,6.7749334e-11,2.3524742e-13,1353.8202,1972.701,287.99182
25T 100uM Final ZnCl2 SiNP,3.59,131585.0,203132.0,225125.0,9.43e-08,9.67e-08,6.03e-08,6.3e-18,6.8e-18,1.66e-18,5750.0,5610.0,8990.0,2680000000.0,25400000000.0,1640000000.0,18900.0,61000.0,6000.0,9.380499e-11,7.958988e-10,1.4376865e-11,2.3171534e-13,404.82858,3434.8127,62.045376
25T 100uM Final ZnCl2 SiNP,3.55,135359.0,218523.0,249040.0,8.19e-08,1.1200000000000001e-07,8.730000000000001e-08,4.1e-18,1.0500000000000001e-17,5e-18,6550.0,4800.0,6150.0,93699999.99999999,3430000000.0,1236000000.0,2680.0,30200.0,11000.0,4.1483483e-12,1.0553257e-10,2.2436355e-11,2.2925292e-13,18.095074,460.3325,97.867256
25T 100uM Final ZnCl2 SiNP,3.5,136902.0,206012.0,273580.0,1.09e-07,1.54e-07,6.28e-08,9.800000000000002e-18,2.8e-17,1.87e-18,4850.0,3430.0,8420.0,142900000000.0,66800000000.0,14000000000.0,186000.0,260000.0,19300.0,7.1665625e-09,1.3463892e-09,3.8560863e-11,6.314847e-12,1134.875,213.21011,6.106381
25T 100uM Final ZnCl2 SiNP,3.51,137095.0,204943.0,226600.0,1.63e-07,1.68e-07,3.4e-08,3.2e-17,3.6000000000000006e-17,3e-19,3260.0,3150.0,15600.0,13090000000.0,27100000000.0,1190000000.0,125000.0,194000.0,1660.0,2.2861182e-09,2.1798074e-09,3.3177532e-12,2.5540442e-13,8950.974,8534.729,12.990195
25T 100uM Final ZnCl2 SiNP,3.58,137501.0,208241.0,232220.0,1.9699999999999998e-07,1.87e-07,3.62e-08,5.7e-17,5.0000000000000005e-17,3.6e-19,2750.0,2890.0,14900.0,5700000000.0,19390000000.0,578000000.0,120000.0,200000.0,1290.0,7.419221e-10,1.0849218e-09,2.39325e-12,2.5835071e-13,2871.7632,4199.415,9.263571
25T 100uM Final ZnCl2 SiNP,3.55,129008.0,184892.0,199640.0,1e-07,9.99e-08,2.1400000000000003e-08,7.5e-18,7.5e-18,7.4e-20,5360.0,5370.0,25000.0,5010000000.0,1712000000.0,710000000.0,29100.0,17000.0,500.0,2.5962568e-10,3.5569228e-11,1.3447289e-12,2.4119302e-13,1076.4229,147.47205,5.5753226
25T 100uM Final ZnCl2 SiNP,3.56,128451.0,196935.0,217258.0,1.052e-07,1.004e-07,5.4400000000000004e-08,8.800000000000001e-18,7.6e-18,1.22e-18,5110.0,5360.0,9900.0,3570000000.0,30700000000.0,1660000000.0,27200.000000000004,73000.0,5000.0,2.9335093e-10,7.427017e-10,2.2650916e-11,2.5163218e-13,1165.7926,2951.5369,90.015976
25T 500uM Final ZnCl2 SiNP,3.58,134838.0,211844.0,239635.0,1.32e-07,1.35e-07,1.2199999999999998e-07,1.72e-17,1.8700000000000004e-17,1.3700000000000003e-17,4110.0,4000.0,4430.0,743000000.0,8840000000.0,1229000000.0,19400.0,71000.0,21400.0,7.6655945e-11,2.2544608e-10,2.431876e-11,2.0471657e-13,374.44913,1101.2595,118.792336
25T 500uM Final ZnCl2 SiNP,3.54,138481.0,216196.0,243818.0,1.31e-07,1.44e-07,9.6e-08,1.68e-17,2.26e-17,6.7000000000000006e-18,4100.0,3710.0,5570.0,1361000000.0,10790000000.0,1378000000.0,25900.0,89000.0,14100.0,6.2216295e-11,6.414555e-10,2.1410486e-11,2.1984907e-13,282.99548,2917.7085,97.38721
25T 500uM Final ZnCl2 SiNP,3.55,138160.0,213057.0,239462.0,1.6399999999999999e-07,1.59e-07,8.300000000000002e-08,3.3e-17,3.05e-17,4.4000000000000005e-18,3270.0,3360.0,6420.0,2670000000.0,14470000000.0,1042999999.9999999,57000.0,126000.0,9300.0,4.006752e-10,7.4209106e-10,1.1287109e-11,2.3676693e-13,1692.2769,3134.268,47.671814
25T 500uM Final ZnCl2 SiNP,3.54,137660.0,204976.0,226584.0,1.7099999999999998e-07,1.83e-07,8.199999999999999e-08,3.8e-17,4.6e-17,4.1e-18,3130.0,2930.0,6530.0,14370000000.0,30099999999.999996,704000000.0,144000.0,239000.0,7300.0,1.4219403e-09,1.988919e-09,1.8529506e-11,2.5621633e-13,5549.7646,7762.6553,72.31977
25T 500uM Final ZnCl2 SiNP,3.58,138036.0,210859.0,236170.0,1.63e-07,1.7199999999999998e-07,5.04e-08,3.3e-17,3.9e-17,9.699999999999998e-19,3320.0,3140.0,10700.0,4570000000.0,18340000000.0,969000000.0,74000.0,165000.0,3200.0,5.1415205e-10,1.2999336e-09,7.790922e-12,2.4755214e-13,2076.9446,5251.151,31.471844
25T 500uM Final ZnCl2 SiNP,3.56,126670.0,194334.0,214397.0,9.54e-08,9.96e-08,6.39e-08,6.6e-18,7.4e-18,1.9700000000000003e-18,5640.0,5400.0,8410.0,3610000000.0,27900000000.0,1950000000.0,22500.0,68000.0,7400.0,1.7787245e-10,6.404643e-10,1.3726734e-11,2.2692853e-13,783.82587,2822.3171,60.48924
25T 500uM Final ZnCl2 SiNP,3.56,134306.0,212584.0,239955.0,7.05e-08,7.51e-08,6.82e-08,2.6400000000000002e-18,3.2000000000000003e-18,2.3900000000000004e-18,7630.0,7160.0,7880.0,672000000.0,13810000000.0,2690000000.0,5300.0,27300.0,9900.0,2.8746597e-11,1.6368953e-10,7.071066e-12,2.1412173e-13,134.25352,764.4695,33.02358
25T 500uM Final ZnCl2 SiNP,3.52,134285.0,212767.0,240803.0,7.33e-08,7.52e-08,6.75e-08,2.9800000000000003e-18,3.2100000000000003e-18,2.32e-18,7250.0,7070.0,7880.0,613000000.0,11990000000.0,2630000000.0,5500.0,25600.0,9700.0,2.9810893e-11,1.6725409e-10,1.9279585e-11,2.1154066e-13,140.92276,790.64746,91.13891
25T 500uM Final ZnCl2 SiNP,3.56,136442.0,208835.0,234303.0,1.7199999999999998e-07,1.7099999999999998e-07,8.6e-08,3.8e-17,3.8e-17,4.7000000000000004e-18,3130.0,3140.0,6280.0,3250000000.0,15120000000.0,799000000.0,69000.0,148000.0,8500.0,7.540479e-10,1.7770263e-09,2.0639495e-11,2.2991472e-13,3279.685,7729.067,89.77022
25T 500uM Final ZnCl2 SiNP,3.57,137352.0,208791.0,233440.0,1.6599999999999998e-07,1.68e-07,4.4800000000000004e-08,3.4000000000000004e-17,3.5e-17,6.799999999999999e-19,3250.0,3220.0,12000.0,4900000000.0,17480000000.0,882000000.0,79000.0,152000.0,2440.0,6.050309e-10,1.7824006e-09,8.141572e-12,2.2111933e-13,2736.219,8060.808,36.81981
25T 500uM Final ZnCl2 SiNP,3.58,127718.0,195498.0,213479.0,1.08e-07,1.06e-07,6.320000000000001e-08,9.6e-18,8.9e-18,1.9e-18,4990.0,5110.0,8550.0,4340000000.0,31600000000.0,2270000000.0,31800.0,82000.0,7800.0,1.7715181e-10,1.0672159e-09,2.7630632e-11,2.2857044e-13,775.0425,4669.0894,120.88454
25T 500uM Final ZnCl2 SiNP,3.55,138830.0,185149.0,214507.0,5.3e-08,9.9e-08,9.9e-08,1.1200000000000002e-18,7.2e-18,7.4e-18,10100.0,5430.0,5400.0,1520000000.0,57400000000.0,4210000000.0,4500.0,96000.0,26000.0,1.0762818e-11,1.1651476e-09,1.97491e-10,2.4325436e-13,44.245117,4789.8325,811.8703
25T 500uM Final ZnCl2 SiNP,3.51,133368.0,193811.0,211430.0,2.04e-07,2.3199999999999999e-07,4.4000000000000004e-08,6.4e-17,9.400000000000001e-17,6.400000000000001e-19,2600.0,2290.0,12000.0,32100000000.0,38700000000.0,2960000000.0,310000.0,440000.00000000006,4400.0,6.297593e-09,3.986104e-09,4.2430923e-11,3.0474362e-13,20665.217,13080.188,139.23482
25T 500uM Final ZnCl2 SiNP,3.54,137804.0,213943.0,241239.0,1.56e-07,1.44e-07,1.07e-07,2.86e-17,2.26e-17,9.100000000000001e-18,3430.0,3710.0,5020.0,1706000000.0,12450000000.000002,1325000000.0,41000.0,96000.0,17000.0,1.3311445e-10,4.699657e-10,3.646227e-11,2.2516039e-13,591.19836,2087.2485,161.9391
25T 500uM Final ZnCl2 SiNP,3.5,131266.0,202658.0,225452.0,9.44e-08,1.0009999999999999e-07,7.63e-08,6.3e-18,7.6e-18,3.3500000000000003e-18,5600.0,5280.0,6930.0,3070000000.0,26000000000.0,2060000000.0,20500.0,67000.0,11000.0,1.6881292e-10,2.612368e-10,3.977392e-11,2.3874088e-13,707.0968,1094.2274,166.5987
